"source","target","label"
4776349752888122,4776360243628505,"side_effectives"
4776355487547652,4776361506374029,"side_effectives"
4776349752888122,4776362415753803,"side_effectives"
4776349752888122,4776363599333593,"side_effectives"
4776349752888122,4776365549683767,"side_effectives"
4776349752888122,4776367868611094,"side_effectives"
4776349752888122,4776368606543953,"side_effectives"
4776362415753803,4776368741286585,"side_effectives"
4776349752888122,4776369437279182,"side_effectives"
4776349752888122,4776371513198794,"side_effectives"
4776355487547652,4776372209455644,"side_effectives"
4776349752888122,4776373351355699,"side_effectives"
4776349752888122,4776376173331165,"side_effectives"
4776349752888122,4776377419830249,"side_effectives"
4776349752888122,4776383249908373,"side_effectives"
4776371513198794,4776383740122658,"side_effectives"
4776349752888122,4776384226394832,"side_effectives"
4776349752888122,4776389250908966,"side_effectives"
4776371513198794,4776390034985385,"side_effectives"
4776349752888122,4776390307610758,"side_effectives"
4776349752888122,4776399787263022,"side_effectives"
4776349752888122,4776404556710968,"side_effectives"
4776349752888122,4776406019735907,"side_effectives"
4776390307610758,4776406657800999,"side_effectives"
4776406657800999,4776408742365989,"side_effectives"
4776349752888122,4776409287360817,"side_effectives"
4776408742365989,4776410118619602,"side_effectives"
4776408742365989,4776410575277411,"side_effectives"
4776410575277411,4776412051152462,"side_effectives"
4776412051152462,4776413888254844,"side_effectives"
4776409287360817,4776413926527550,"side_effectives"
4776413888254844,4776414421190978,"side_effectives"
4776390034985385,4776422256152919,"side_effectives"
4776404556710968,4776422906792303,"side_effectives"
4776349752888122,4776427267820607,"side_effectives"
4776349752888122,4776436269580292,"side_effectives"
4776371513198794,4776451045851167,"side_effectives"
4776349752888122,4776454107693766,"side_effectives"
4776349752888122,4776576803668524,"side_effectives"
4776349752888122,4776584261403439,"side_effectives"
4776422256152919,4776594864083075,"side_effectives"
4776349752888122,4776605160836332,"side_effectives"
4776404556710968,4776609153815005,"side_effectives"
4776390307610758,4776620102255889,"side_effectives"
4776349752888122,4776620252728829,"side_effectives"
4776620252728829,4776622027180845,"side_effectives"
4776576803668524,4776625558259779,"side_effectives"
4776349752888122,4776678440567091,"side_effectives"
4776349752888122,4776716588027849,"side_effectives"
4776350734878260,4776727642899266,"side_effectives"
4776454107693766,4776728344396431,"side_effectives"
4776349752888122,4776971743527927,"side_effectives"
4776404556710968,4777056406341314,"side_effectives"
4777056406341314,4777058405974857,"side_effectives"
4777058405974857,4777059316402685,"side_effectives"
4776351972202440,4777059374599010,"side_effectives"
4776594864083075,4777165834421435,"side_effectives"
4777165834421435,4777268247265763,"side_effectives"
4776349752888122,4777617003119595,"side_effectives"
4776349752888122,4777625208227351,"side_effectives"
4776349752888122,4777692644247591,"side_effectives"
4776349752888122,4777801917664254,"side_effectives"
4776584261403439,4778190923632913,"side_effectives"
4776349752888122,4778789990566504,"side_effectives"
4776349752888122,4778823872679784,"side_effectives"
4776349752888122,4778850636272599,"side_effectives"
4778850636272599,4778963651798111,"side_effectives"
4776349752888122,4781485176127783,"side_effectives"
4776349752888122,4781486669303772,"side_effectives"
4776413926527550,4782405448106720,"side_effectives"
4776349752888122,4782717512978186,"side_effectives"
4776622027180845,4784185472714757,"side_effectives"
4776349752888122,4786806258928837,"side_effectives"
4776349752888122,4794564483482704,"side_effectives"
4760756652343670,4760773786076157,"epidimic/virus"
4760756652343670,4760773815440704,"epidimic/virus"
4760756652343670,4760773823563953,"epidimic/virus"
4760756652343670,4760773827756576,"epidimic/virus"
4760756652343670,4760773882286623,"epidimic/virus"
4760756652343670,4760773945987348,"epidimic/virus"
4760756652343670,4760773978756618,"epidimic/virus"
4760756652343670,4760774049796030,"epidimic/virus"
4760756652343670,4760774154913718,"epidimic/virus"
4760756652343670,4760774180865585,"epidimic/virus"
4760756652343670,4760774205507522,"epidimic/virus"
4760756652343670,4760774222286605,"epidimic/virus"
4760756652343670,4760774394775661,"epidimic/virus"
4760756652343670,4760774524536112,"epidimic/virus"
4760756652343670,4760774695977918,"epidimic/virus"
4760773882286623,4760775162596780,"epidimic/virus"
4760756652343670,4760775355269969,"epidimic/virus"
4760756652343670,4760775421859553,"epidimic/virus"
4760774049796030,4760775958727367,"epidimic/virus"
4760756652343670,4760776092683924,"epidimic/virus"
4760756652343670,4760776181547883,"epidimic/virus"
4760756652343670,4760776713177286,"epidimic/virus"
4760756652343670,4760777838044214,"epidimic/virus"
4760756652343670,4760778073442157,"epidimic/virus"
4760756652343670,4760780685446718,"epidimic/virus"
4760756652343670,4760782707363856,"epidimic/virus"
4760782707363856,4760782740392970,"epidimic/virus"
4760756652343670,4760786180510046,"epidimic/virus"
4760756652343670,4760790638265979,"epidimic/virus"
4760756652343670,4760793544917714,"epidimic/virus"
4760756652343670,4760796117339557,"epidimic/virus"
4760756652343670,4760800008867008,"epidimic/virus"
4760756652343670,4760806787125292,"epidimic/virus"
4760756652343670,4760806853969759,"epidimic/virus"
4760756652343670,4760806921341645,"epidimic/virus"
4760773827756576,4760808539558142,"epidimic/virus"
4760773827756576,4760809131480010,"epidimic/virus"
4760773827756576,4760811967612848,"epidimic/virus"
4760775958727367,4760814068174553,"epidimic/virus"
4760756652343670,4760815872246278,"epidimic/virus"
4760775958727367,4760819362169803,"epidimic/virus"
4760756652343670,4760820829916037,"epidimic/virus"
4760756652343670,4760823270739248,"epidimic/virus"
4760756652343670,4760823924786564,"epidimic/virus"
4760756652343670,4760826449756807,"epidimic/virus"
4760773827756576,4760830686005562,"epidimic/virus"
4760774049796030,4760831194302812,"epidimic/virus"
4760826449756807,4760833751515563,"epidimic/virus"
4760773827756576,4760844082088678,"epidimic/virus"
4760756652343670,4760844905482235,"epidimic/virus"
4760756652343670,4760848473522210,"epidimic/virus"
4760756652343670,4760875686429602,"epidimic/virus"
4760756652343670,4760886402875975,"epidimic/virus"
4760844082088678,4760925028745430,"epidimic/virus"
4760756652343670,4760929705918471,"epidimic/virus"
4760756652343670,4760941071958775,"epidimic/virus"
4760756652343670,4760948793671985,"epidimic/virus"
4760823270739248,4760949976727842,"epidimic/virus"
4760756652343670,4760956151005654,"epidimic/virus"
4760941071958775,4760956464794250,"epidimic/virus"
4760941071958775,4760956632302222,"epidimic/virus"
4760929705918471,4760956729035421,"epidimic/virus"
4760941071958775,4760958129668499,"epidimic/virus"
4760958129668499,4760959790877612,"epidimic/virus"
4760756652343670,4760960784665876,"epidimic/virus"
4760756652343670,4760967819297388,"epidimic/virus"
4760756652343670,4760972935300334,"epidimic/virus"
4760925028745430,4760981170033195,"epidimic/virus"
4760756652343670,4760995845116341,"epidimic/virus"
4760756652343670,4761026686093244,"epidimic/virus"
4760756652343670,4761031869468516,"epidimic/virus"
4760774524536112,4761043198807125,"epidimic/virus"
4760756652343670,4761048445618246,"epidimic/virus"
4760981170033195,4761048714578842,"epidimic/virus"
4760925028745430,4761052564947773,"epidimic/virus"
4761052564947773,4761068767282253,"epidimic/virus"
4760929705918471,4761074567744051,"epidimic/virus"
4761074567744051,4761111817619507,"epidimic/virus"
4761068767282253,4761199151942827,"epidimic/virus"
4760826449756807,4761398704079818,"epidimic/virus"
4760756652343670,4761417834037482,"epidimic/virus"
4760929705918471,4761422229409855,"epidimic/virus"
4760929705918471,4761423021870790,"epidimic/virus"
4761199151942827,4765800470156372,"epidimic/virus"
4765800470156372,4765916799175988,"epidimic/virus"
4717235572839189,4717512849626783,"policies"
4717235572839189,4717513033649629,"policies"
4717235572839189,4717513302086741,"policies"
4717235572839189,4717514515548749,"policies"
4717235572839189,4717515161472290,"policies"
4717235572839189,4717516947721501,"policies"
4717235572839189,4717517069619535,"policies"
4717235572839189,4717517388120722,"policies"
4717235572839189,4717517593379103,"policies"
4691064088169266,4691066126863220,"conspiracy"
4691064088169266,4691066370131018,"conspiracy"
4691064088169266,4691067288421710,"conspiracy"
4691064088169266,4691068236596386,"conspiracy"
4691064088169266,4691076181397935,"conspiracy"
4691064088169266,4691146108832249,"conspiracy"
4691066370131018,4691189343718774,"conspiracy"
4691189343718774,4691679095816300,"conspiracy"
4691064088169266,4692197007428481,"conspiracy"
